WACC_Pct,Growth_Pct,Terminal_Growth_Pct,FCFF_Base_Annual,PV_FCFF_5Y,PV_Terminal,Enterprise_Value,Net_Debt,Equity_Value,r_e_Pct,r_d_Pct,D_V_Pct,E_V_Pct
7.44,-10.0,3.0,4511.33,13677.29,43124.45,56801.74,44338.16,12463.58,11.5,4.3,50.33,49.67
