NGÀY,GIÁ,THAY ĐỔI,%THAY ĐỔI,MỞ,CAO,THẤP,GIÁ TB,KL KHỚP,GT KHỚP,KL THỎA THUẬN,GT THỎA THUẬN,TỔNG KHỐI LƯỢNG,TỔNG GIÁ TRỊ,OUTLIER_BLOCK_TRADE,LOG_RETURN,VOLATILITY_30D,MONTH
2019-08-16,18786.8744607827,-1000,-0.01886792,19148.1605081054,19906.8612074832,18786.8744607827,53711.526322991296,4531020,243368000000,0,0,4531020,243368000000,0,-0.01904819497069221,0.16734842901336322,8
2019-08-19,18931.3888797118,400,0.00769231,18786.8744607827,19039.7746939086,18497.8456229246,51901.19939083017,2849780,147907000000,40000,2224000000,2889780,150131000000,0,0.0076628727455693175,0.16444845624705623,8
2019-08-20,19509.4465554283,1600,0.03053435,18931.3888797118,19509.4465554283,18931.3888797118,53317.96729228405,2277750,121445000000,0,0,2277750,121445000000,0,0.030077455237283557,0.17967612449390763,8
2019-08-21,19364.9321364991,-400,-0.00740741,19545.5751601605,19690.0895790894,19292.6749270346,53820.754195196954,1808020,97309000000,1600000,90880000000,3408020,188189000000,0,-0.007434978487523347,0.18346709169990622,8
2019-08-22,19148.1605081054,-600,-0.01119403,19364.9321364991,19617.8323696249,19112.0319033733,53597.091892805816,1892640,101440000000,0,0,1892640,101440000000,0,-0.011257154524637254,0.18868814334098616,8
2019-08-23,19653.9609743573,1400,0.02641509,19184.2891128376,19653.9609743573,19003.6460891763,53198.26571030939,1868200,99385000000,0,0,1868200,99385000000,0,0.026072240309777915,0.19801996661740015,8
2019-08-26,19401.0607412314,-700,-0.01286765,19328.8035317667,19581.7037648927,19328.8035317667,53889.167274052474,1756160,94638000000,100000,5820000000,1856160,100458000000,0,-0.012951152347076882,0.20508029871835964,8
2019-08-27,19075.9032986408,-900,-0.01675978,19509.4465554283,19617.8323696249,19075.9032986408,53528.221301480495,1566370,83845000000,0,0,1566370,83845000000,0,-0.016901810802610027,0.21421006508627044,8
2019-08-28,18823.0030655148,-700,-0.01325758,19148.1605081054,19220.4177175699,18823.0030655148,52510.63165697789,1537860,80754000000,279734,15776997600,1817594,96530997600,0,-0.013346241952898762,0.21856859248379165,8
2019-08-29,19039.7746939086,600,0.01151631,18859.1316702473,19075.9032986408,18750.7458560505,52292.022118527355,972940,50877000000,395475,22027957500,1368415,72904957500,0,0.011450506788003407,0.2177336395735911,8
2019-08-30,19184.2891128376,400,0.00759013,19148.1605081054,19292.6749270346,19112.0319033733,53157.99875769383,708360,37655000000,309741,15555296050,1018101,53210296050,0,0.007561472700571419,0.20485156955408498,8
2019-09-03,19401.0607412314,600,0.01129944,19148.1605081054,19509.4465554283,19148.1605081054,53611.52158090912,1360230,72924000000,92681,4984450800,1452911,77908450800,0,0.011236073266933875,0.2059438980311126,9
2019-09-04,19220.4177175699,-500,-0.00931099,19401.0607412314,19581.7037648927,19148.1605081054,53624.720594454186,1655300,88765000000,50000,2870000000,1705300,91635000000,0,-0.009354605167226849,0.2089588147936437,9
2019-09-05,19003.6460891763,-600,-0.0112782,19292.6749270346,19328.8035317667,19003.6460891763,52947.70358934774,1243680,65850000000,304547,17328724300,1548227,83178724300,0,-0.011342276603932024,0.2122766361047827,9
2019-09-06,19112.0319033733,300,0.00570342,19112.0319033733,19220.4177175699,18895.2602749796,52653.779174068666,1142710,60168000000,0,0,1142710,60168000000,0,0.005687219120598566,0.21227874304150451,9
2019-09-09,19437.1893459636,900,0.01701323,19148.1605081054,19653.9609743573,18967.5174844441,53808.11866975038,2507800,134940000000,0,0,2507800,134940000000,0,0.016870128303476242,0.21581733964102193,9
2019-09-10,19509.4465554283,200,0.00371747,19581.7037648927,19653.9609743573,19364.9321364991,54063.559346504124,1731610,93617000000,50000,2875000000,1781610,96492000000,0,0.003710579396543517,0.21448733674352333,9
2019-09-11,19545.5751601605,100,0.00185185,19509.4465554283,19581.7037648927,19292.6749270346,53864.21626387041,1179670,63542000000,70200,4050540000,1249870,67592540000,0,0.0018501392881576056,0.2054586046304731,9
2019-09-12,20412.661673735,2400,0.04436229,19653.9609743573,20412.661673735,19653.9609743573,55669.739546462944,3799910,211540000000,30000,1515000000,3829910,213055000000,0,0.043406452299955066,0.23323299404447634,9
2019-09-13,20521.0474879318,300,0.00530973,20412.661673735,20737.8191163254,20340.4044642706,56888.27157587457,2123900,120825000000,2727500,162765650000,4851400,283590650000,0,0.005295687574709178,0.23234344005766136,9
2019-09-16,20846.2049305223,900,0.01584507,20557.1760926642,20954.5907447192,20484.9188831997,57474.84248559228,1339560,76991000000,0,0,1339560,76991000000,0,0.015720847786949776,0.23387979986499396,9
2019-09-17,20810.07632579,-100,-0.0017331,20701.6905115932,20990.7193494516,20629.4333021287,57573.09427550244,1194690,68782000000,478187,29253271200,1672877,98035271200,0,-0.0017346058122096422,0.23494687922813556,9
2019-09-18,20376.5330690029,-1200,-0.02083333,20918.4621399868,20918.4621399868,20340.4044642706,56895.920028076565,2592910,147526000000,2165954,129845805600,4758864,277371805600,0,-0.021053409197822857,0.24702875397841517,9
2019-09-19,20882.3335352546,1400,0.0248227,20448.7902784673,20882.3335352546,20304.2758595382,57009.345794392524,1432730,81679000000,0,0,1432730,81679000000,0,0.024519617174311514,0.25133773526248887,9
2019-09-20,21026.8479541837,400,0.00692042,20846.2049305223,21243.6195825774,20810.07632579,58343.12236770478,1396120,81454000000,0,0,1396120,81454000000,0,0.006896579059060679,0.25085810449069595,9
2019-09-23,20412.661673735,-1400,-0.02405498,20954.5907447192,21062.976558916,20412.661673735,57201.70161991103,2313090,132312684000,1507290,93529682000,3820380,225842366000,0,-0.029644716584998603,0.2685949663250069,9
2019-09-24,20304.2758595382,-300,-0.00530973,20376.5330690029,20593.3046973964,20159.7614406091,56324.47982345523,2537600,142929000000,1500000,90600000000,4037600,233529000000,0,-0.00532388125274885,0.2635264120386275,9
2019-09-25,20737.8191163254,1200,0.02135231,20340.4044642706,20737.8191163254,20268.147254806,56678.75292045951,1442410,81754000000,0,0,1442410,81754000000,0,0.02112754642587093,0.2687006596858485,9
2019-09-26,20846.2049305223,300,0.00522648,20846.2049305223,20954.5907447192,20665.5619068609,57560.64635718892,992640,57137000000,30291,1859867400,1022931,58996867400,0,0.005212870188536745,0.2672013037359526,9
2019-09-27,21135.2337683804,800,0.01386482,20810.07632579,21243.6195825774,20737.8191163254,58341.299810397846,2510520,146467000000,0,0,2510520,146467000000,0,0.013769580723752436,0.2666763664296331,9
2019-09-30,20846.2049305223,-800,-0.01367521,21424.2626062387,21496.5198157033,20846.2049305223,58575.73539107936,2199170,128818000000,170000,10625000000,2369170,139443000000,0,-0.013769580723752381,0.2632507495002017,9
2019-10-01,21135.2337683804,800,0.01386482,20846.2049305223,21135.2337683804,20810.07632579,57933.98332248667,1644130,95251000000,0,0,1644130,95251000000,0,0.013769580723752436,0.2646875634435455,10
2019-10-02,20665.5619068609,-1300,-0.02222222,21135.2337683804,21171.3623731128,20665.5619068609,57757.21396298513,2439020,140871000000,96140,6008750000,2535160,146879750000,0,-0.022472855852055447,0.26294371900317604,10
2019-10-03,20665.5619068609,0,0.0,20448.7902784673,20737.8191163254,20376.5330690029,56892.88197229798,2804850,159576000000,176500,10095800000,2981350,169671800000,0,0.0,0.2615245119650236,10
2019-10-04,20521.0474879318,-400,-0.00699301,20773.9477210577,20773.9477210577,20484.9188831997,57073.96889577647,1271210,72553000000,50000,3000000000,1321210,75553000000,0,-0.007017572658646758,0.2599172173256877,10
2019-10-07,20051.3756264122,-1300,-0.02288732,20521.0474879318,20665.5619068609,20051.3756264122,56152.89588963703,2371810,133184000000,0,0,2371810,133184000000,0,-0.02315330497471857,0.2599637109875588,10
2019-10-08,20268.147254806,600,0.01081081,20051.3756264122,20304.2758595382,19942.9898122154,55812.80567146767,1337220,74634000000,0,0,1337220,74634000000,0,0.010752791776269604,0.25824536055365477,10
2019-10-09,20376.5330690029,300,0.00534759,20340.4044642706,20593.3046973964,20159.7614406091,56618.988192377845,937530,53082000000,20000,1044000000,957530,54126000000,0,0.005333345975366357,0.2524857488922842,10
2019-10-10,20376.5330690029,0,0.0,20448.7902784673,20593.3046973964,20376.5330690029,56647.27722772277,808000,45771000000,0,0,808000,45771000000,0,0.0,0.2482733925146388,10
2019-10-11,20412.661673735,100,0.00177305,20484.9188831997,20557.1760926642,20376.5330690029,56616.14762971728,794420,44977000000,0,0,794420,44977000000,0,0.0017714796483735981,0.2468707069022674,10
2019-10-14,20846.2049305223,1200,0.02123894,20593.3046973964,21026.8479541837,20521.0474879318,57458.66259082129,2231030,128192000000,160400,9438560000,2391430,137630560000,0,0.021016535361658997,0.2523714311595793,10
2019-10-15,20737.8191163254,-300,-0.00519931,20882.3335352546,20882.3335352546,20737.8191163254,57592.143513428025,663910,38236000000,120000,7404000000,783910,45640000000,0,-0.005212870188536782,0.2520787827877887,10
2019-10-16,20773.9477210577,100,0.00174216,20882.3335352546,20954.5907447192,20737.8191163254,57766.117845727036,829050,47891000000,212000,13016800000,1041050,60907800000,0,0.0017406444777852265,0.2496911780195709,10
2019-10-17,20484.9188831997,-800,-0.01391304,20737.8191163254,20773.9477210577,20448.7902784673,57050.7958238519,1621590,92513000000,120000,7030000000,1741590,99543000000,0,-0.014010737069588762,0.2511009009223936,10
2019-10-18,20629.4333021287,400,0.00705467,20521.0474879318,20810.07632579,20448.7902784673,57012.17405723603,1447340,82516000000,25950,1572570000,1473290,84088570000,0,0.007029905928253295,0.25127899735138226,10
2019-10-21,20412.661673735,-600,-0.01050788,20737.8191163254,20737.8191163254,20340.4044642706,56685.098652111476,1260490,71451000000,284020,17325220000,1544510,88776220000,0,-0.010563478509571728,0.25026767827695834,10
2019-10-22,20340.4044642706,-200,-0.00353982,20412.661673735,20448.7902784673,20123.6328358769,56170.57052359911,1534380,86187000000,0,0,1534380,86187000000,0,-0.003546103006743347,0.250627488171001,10
2019-10-23,20376.5330690029,100,0.0017762,20232.0186500736,20593.3046973964,20232.0186500736,56538.42553589815,747810,42280000000,0,0,747810,42280000000,0,0.0017746233583698094,0.25062637988539005,10
2019-10-24,21026.8479541837,1800,0.03191489,20521.0474879318,21026.8479541837,20376.5330690029,57592.36130695782,2233890,128655000000,28160,1698048000,2262050,130353048000,0,0.03141619623337203,0.23508568362631163,10
2019-10-25,20954.5907447192,-200,-0.00343643,21062.976558916,21135.2337683804,20846.2049305223,58006.655303952604,1355310,78617000000,20000,1244000000,1375310,79861000000,0,-0.0034423441909704504,0.23505850292767952,10
2019-10-28,20990.7193494516,100,0.00172414,20954.5907447192,21243.6195825774,20882.3335352546,58349.02530070511,1494820,87221290000,270000,15740000000,1764820,102961290000,0,0.001722653311452141,0.2307454487677397,10
2019-10-29,20918.4621399868,-200,-0.00344234,21026.8479541837,21062.976558916,20882.3335352546,58051.24761285178,953020,55324000000,50000,3105000000,1003020,58429000000,0,-0.0034482792789278533,0.23092563616981868,10
2019-10-30,20882.3335352546,-100,-0.00172712,20918.4621399868,20990.7193494516,20810.07632579,57923.725353198985,1102070,63836000000,691300,42011470000,1793370,105847470000,0,-0.001728608900614406,0.22211400739174358,10
2019-10-31,20918.4621399868,100,0.0017301,20954.5907447192,21207.4909778451,20882.3335352546,58192.64043565329,1263390,73520000000,70200,4338360000,1333590,77858360000,0,0.001728608900614364,0.21049834812514343,10
2019-11-01,21135.2337683804,600,0.01036269,20954.5907447192,21207.4909778451,20810.07632579,58209.98874751147,1732950,100875000000,0,0,1732950,100875000000,0,0.01030936965885909,0.21169086540565113,11
2019-11-04,21641.0342346324,1400,0.02393162,21207.4909778451,21857.8058630261,21207.4909778451,59691.545815581354,5811560,346901000000,0,0,5811560,346901000000,0,0.023649750883600364,0.20262094473746342,11
2019-11-05,21604.9056299001,-100,-0.00166945,21713.291444097,21713.291444097,21460.3912109711,59744.09448818898,1239520,74054000000,1554750,99067575000,2794270,173121575000,0,-0.001670844164818829,0.2017564855228521,11
2019-11-06,21496.5198157033,-300,-0.00501672,21604.9056299001,21821.6772582938,21496.5198157033,59874.581885912055,1551610,92902000000,30000,1917000000,1581610,94819000000,0,-0.005029348405000746,0.19439470858223498,11
2019-11-07,21496.5198157033,0,0.0,21496.5198157033,21641.0342346324,21388.1340015065,59500.14951009367,1438030,85563000000,20000,1160000000,1458030,86723000000,0,0.0,0.19404589351140958,11
2019-11-08,21532.6484204355,100,0.00168067,21604.9056299001,21604.9056299001,21388.1340015065,59497.843449169355,1219540,72560000000,0,0,1219540,72560000000,0,0.0016792615197164472,0.1902723317915916,11
2019-11-11,21677.1628393646,400,0.00671141,21568.7770251678,21893.9344677583,21496.5198157033,60153.91035959807,2180490,131165000000,0,0,2180490,131165000000,0,0.00668898815079671,0.1860181847985395,11
2019-11-12,22038.4488866874,1000,0.01666667,21677.1628393646,22146.8347008842,21677.1628393646,60833.37730638665,2842650,172928000000,40000,2320000000,2882650,175248000000,0,0.016529301951213344,0.1877888893250783,11
2019-11-13,21857.8058630261,-500,-0.00819672,22110.7060961518,22146.8347008842,21857.8058630261,60856.56026507939,1333940,81179000000,4592685,298194125000,5926625,379373125000,0,-0.008230499136512233,0.1762406281715512,11
2019-11-14,21062.976558916,-2200,-0.03636364,21857.8058630261,22038.4488866874,20773.9477210577,59048.337392877016,4799390,283396000000,250000,16175000000,5049390,299571000000,0,-0.03704127168035186,0.2092596892813819,11
2019-11-15,21171.3623731128,300,0.0051458,21062.976558916,21243.6195825774,20846.2049305223,58321.52147162816,2568040,149772000000,0,0,2568040,149772000000,0,0.005132603226519111,0.20835970120384037,11
2019-11-18,20773.9477210577,-1100,-0.01877133,21099.1051636484,21243.6195825774,20629.4333021287,57738.683039228315,2794920,161375000000,0,0,2794920,161375000000,0,-0.01894974877966608,0.20443765901438674,11
2019-11-19,21062.976558916,800,0.01391304,20773.9477210577,21062.976558916,20773.9477210577,57872.93469337687,1059770,61332000000,50000,2875000000,1109770,64207000000,0,0.01381714555314716,0.2058723954796881,11
2019-11-20,20521.0474879318,-1500,-0.02572899,21026.8479541837,21026.8479541837,20448.7902784673,57300.939016301876,2291760,131320000000,4530000,246150000000,6821760,377470000000,0,-0.02606576762934525,0.22012349916491067,11
2019-11-21,20232.0186500736,-800,-0.01408451,20521.0474879318,20629.4333021287,20195.8900453414,56273.85402321464,3303950,185926000000,0,0,3303950,185926000000,0,-0.014184634991956525,0.22405923427860963,11
2019-11-22,20232.0186500736,0,0.0,20340.4044642706,20629.4333021287,20051.3756264122,56154.432840043795,1625820,91297000000,0,0,1625820,91297000000,0,0.0,0.2239800391243401,11
2019-11-25,20448.7902784673,600,0.01071429,20268.147254806,20593.3046973964,20159.7614406091,56468.34989292181,1087990,61437000000,85000,5057500000,1172990,66494500000,0,0.010657294473990615,0.21732787967483608,11
2019-11-26,20629.4333021287,500,0.00883392,20593.3046973964,20665.5619068609,20521.0474879318,56998.6270117375,968690,55214000000,25000,1512500000,993690,56726500000,0,0.008795131452828665,0.2185562131705758,11
2019-11-27,20593.3046973964,-100,-0.00175131,20665.5619068609,20737.8191163254,20557.1760926642,57075.14650120648,812280,46361000000,0,0,812280,46361000000,0,-0.0017528488274154727,0.21852470920442127,11
2019-11-28,20232.0186500736,-1000,-0.01754386,20557.1760926642,20557.1760926642,20159.7614406091,56285.28909703681,1370820,77157000000,85000,4513500000,1455820,81670500000,0,-0.017699577099403684,0.2207870227975705,11
2019-11-29,20376.5330690029,400,0.00714286,20232.0186500736,20521.0474879318,20159.7614406091,56381.784492202816,739370,41687000000,0,0,739370,41687000000,0,0.007117467768873876,0.22081282081921358,11
2019-12-02,19726.2181838219,-1800,-0.03191489,20412.661673735,20412.661673735,19726.2181838219,55371.46528272719,1992380,110321000000,0,0,1992380,110321000000,0,-0.03243527575315671,0.23798260544726138,12
2019-12-03,19690.0895790894,-100,-0.0018315,19581.7037648927,19942.9898122154,19256.5463223022,54263.42704679084,1619120,87859000000,850000,46850000000,2469120,134709000000,0,-0.001833181081672528,0.2378838905951914,12
2019-12-04,20015.24702168,900,0.01651376,19690.0895790894,20051.3756264122,19509.4465554283,54930.10631564267,932130,51202000000,20000,1166000000,952130,52368000000,0,0.016378892084046453,0.24311657381212928,12
2019-12-05,19834.6039980186,-500,-0.00902527,20051.3756264122,20159.7614406091,19798.4753932863,55376.74825174826,1144000,63351000000,40000,2368000000,1184000,65719000000,0,-0.009066245237754539,0.22438626947743323,12
2019-12-06,19870.7326027509,100,0.00182149,19870.7326027509,20015.24702168,19762.3467885541,54975.18699654775,556160,30575000000,0,0,556160,30575000000,0,0.0018198367169872292,0.22459948549863193,12
2019-12-09,19979.1184169477,300,0.00545455,19942.9898122154,20159.7614406091,19870.7326027509,55415.43026706232,700960,38844000000,128600,7561680000,829560,46405680000,0,0.005439723295817017,0.22535890343920706,12
2019-12-10,20051.3756264122,200,0.00361664,19979.1184169477,20159.7614406091,19798.4753932863,55286.6641575712,797100,44069000000,0,0,797100,44069000000,0,0.00361011222409736,0.22579658420854476,12
2019-12-11,20412.661673735,1000,0.01801802,20051.3756264122,20448.7902784673,19942.9898122154,55881.8169392683,877960,49062000000,72596,4304942800,950556,53366942800,0,0.017857617400009306,0.23259072343733905,12
2019-12-12,20593.3046973964,500,0.00884956,20521.0474879318,20665.5619068609,20484.9188831997,56960.34634607018,942410,53680000000,39000,2355600000,981410,56035600000,0,0.008810629682156226,0.23414916949780107,12
2019-12-13,20629.4333021287,100,0.00175439,20665.5619068609,20773.9477210577,20557.1760926642,57187.3699232919,1681700,96172000000,30000,1827000000,1711700,97999000000,0,0.001752848827415495,0.23201316113771284,12
2019-12-16,20412.661673735,-600,-0.01050788,20629.4333021287,20629.4333021287,20376.5330690029,56691.76660159277,968130,54885000000,165680,10106480000,1133810,64991480000,0,-0.010563478509571728,0.22163121151318568,12
2019-12-17,20015.24702168,-1100,-0.01946903,20304.2758595382,20376.5330690029,19906.8612074832,55559.92692279864,2211360,122863000000,28990,1750996000,2240350,124613996000,0,-0.01966104439915633,0.22749158129654481,12
2019-12-18,20051.3756264122,100,0.00180505,20015.24702168,20232.0186500736,19870.7326027509,55575.1156490528,1022490,56825000000,0,0,1022490,56825000000,0,0.0018034269991469586,0.2277056789860659,12
2019-12-19,20159.7614406091,300,0.00540541,20051.3756264122,20304.2758595382,20015.24702168,55858.25731823629,817820,45682000000,30000,1779000000,847820,47461000000,0,0.005390848634880348,0.22871669987466947,12
2019-12-20,20412.661673735,700,0.0125448,20232.0186500736,20484.9188831997,20159.7614406091,56272.037060867326,777100,43729000000,0,0,777100,43729000000,0,0.01246676876512897,0.23238951717302983,12
2019-12-23,20268.147254806,-400,-0.00707965,20557.1760926642,20593.3046973964,20232.0186500736,56441.25326370757,766000,43234000000,0,0,766000,43234000000,0,-0.007104825623739875,0.23145795638836403,12
2019-12-24,20376.5330690029,300,0.00534759,20376.5330690029,20412.661673735,20268.147254806,56282.3291431874,692100,38953000000,133700,7788000000,825800,46741000000,0,0.005333345975366357,0.22577327327668154,12
2019-12-25,20773.9477210577,1100,0.01950355,20376.5330690029,20918.4621399868,20376.5330690029,57304.82750023374,1604350,91937000000,0,0,1604350,91937000000,0,0.019315789299280815,0.23379138696552662,12
2019-12-26,20737.8191163254,-100,-0.00173913,20882.3335352546,20990.7193494516,20737.8191163254,57710.09337483326,1124500,64895000000,940000,54905000000,2064500,119800000000,0,-0.0017406444777851014,0.2084254192748254,12
2019-12-27,20810.07632579,200,0.00348432,20737.8191163254,20882.3335352546,20521.0474879318,57314.4517644249,1004860,57593000000,0,0,1004860,57593000000,0,0.0034782643763272263,0.2080905230231177,12
2019-12-30,21171.3623731128,1000,0.01736111,20882.3335352546,21279.7481873096,20810.07632579,58261.542626672126,2881060,167855000000,0,0,2881060,167855000000,0,0.017212128881124042,0.20673036892330435,12
2019-12-31,21062.976558916,-300,-0.00511945,21171.3623731128,21207.4909778451,20954.5907447192,58306.604937375734,689030,40175000000,0,0,689030,40175000000,0,-0.005132603226518975,0.20349791873985426,12
2020-01-02,21171.3623731128,300,0.0051458,21062.976558916,21315.8767920419,20954.5907447192,58596.88643054689,896720,52545000000,0,0,896720,52545000000,0,0.005132603226519111,0.18829345449031773,1
2020-01-03,20810.07632579,-1000,-0.01706485,21279.7481873096,21352.0053967742,20737.8191163254,58076.645115924766,2047880,118934000000,0,0,2047880,118934000000,0,-0.017212128881124007,0.19061078108596005,1
2020-01-06,20593.3046973964,-600,-0.01041667,20629.4333021287,20810.07632579,20521.0474879318,57164.31856072404,1091660,62404000000,0,0,1091660,62404000000,0,-0.010471299867293123,0.19345387654316262,1
2020-01-07,20990.7193494516,1100,0.01929825,20701.6905115932,20990.7193494516,20593.3046973964,57633.414552577524,837240,48253000000,0,0,837240,48253000000,0,0.01911439602332395,0.19875832247370867,1
2020-01-08,20521.0474879318,-1300,-0.02237522,20773.9477210577,20846.2049305223,20521.0474879318,57131.99102679285,1814290,103654000000,24230,1504683000,1838520,105158683000,0,-0.022629338130771115,0.20850103906122858,1
2020-01-09,20810.07632579,800,0.01408451,20701.6905115932,20846.2049305223,20629.4333021287,57429.29527945815,967050,55537000000,0,0,967050,55537000000,0,0.01398624197474031,0.2124196054303579,1
2020-01-10,20773.9477210577,-100,-0.00173611,20773.9477210577,20882.3335352546,20629.4333021287,57424.04162371767,1018650,58495000000,0,0,1018650,58495000000,0,-0.001737619898542072,0.20556129692867225,1
2020-01-13,20629.4333021287,-400,-0.00695652,20737.8191163254,20810.07632579,20593.3046973964,57178.8092938126,786760,44986000000,39000,2242500000,825760,47228500000,0,-0.00698083114133551,0.205905374300496,1
2020-01-14,20593.3046973964,-100,-0.00175131,20629.4333021287,20737.8191163254,20593.3046973964,57161.06861766989,721680,41252000000,83700,5105700000,805380,46357700000,0,-0.0017528488274154727,0.18107970930082362,1
2020-01-15,20593.3046973964,0,0.0,20593.3046973964,20629.4333021287,20521.0474879318,56948.35630852297,940870,53581000000,92150,5611935000,1033020,59192935000,0,0.0,0.18087012477948608,1
2020-01-16,20954.5907447192,1000,0.01754386,20593.3046973964,21026.8479541837,20593.3046973964,57773.408750521114,1942970,112252000000,0,0,1942970,112252000000,0,0.01739174271187186,0.1816166700985777,1
2020-01-17,20810.07632579,-400,-0.00689655,20954.5907447192,20990.7193494516,20593.3046973964,57527.66757151806,1388810,79895000000,0,0,1388810,79895000000,0,-0.006920442844578714,0.18063271213205653,1
2020-01-20,20737.8191163254,-200,-0.00347222,20773.9477210577,20954.5907447192,20665.5619068609,57541.35767256133,1227100,70609000000,573800,30755680000,1800900,101364680000,0,-0.0034782643763272597,0.18122844688109863,1
2020-01-21,20051.3756264122,-1900,-0.03310105,20882.3335352546,20954.5907447192,20051.3756264122,56529.681834267045,4351820,246007000000,99900,6133860000,4451720,252140860000,0,-0.033661282573131515,0.2072615128468655,1
2020-01-22,20412.661673735,1000,0.01801802,19870.7326027509,20412.661673735,19762.3467885541,55393.0472414828,3165650,175355000000,0,0,3165650,175355000000,0,0.017857617400009306,0.21336956684265335,1
2020-01-30,19762.3467885541,-1800,-0.03185841,19979.1184169477,20159.7614406091,19473.3179506959,54983.2099027463,2638460,145071000000,334000,20173600000,2972460,165244600000,0,-0.03237692872445793,0.22727359850140766,1
2020-01-31,18786.8744607827,-2700,-0.04936015,19509.4465554283,19834.6039980186,18786.8744607827,53007.2969658706,4118150,218292000000,252900,14794650000,4371050,233086650000,0,-0.05061999084650775,0.26665934110804534,1
2020-02-03,18606.2314371214,-500,-0.00961538,17919.7879472082,18967.5174844441,17703.0163188145,50211.90850881357,3602970,180912000000,0,0,3602970,180912000000,0,-0.009661910911732935,0.2669210947191154,2
2020-02-04,18714.6172513182,300,0.00582524,18931.3888797118,18931.3888797118,18425.5884134599,51754.22661434869,1651440,85469000000,0,0,1651440,85469000000,0,0.0058083415957454095,0.2673419886292327,2
2020-02-05,18786.8744607827,200,0.003861,18895.2602749796,19075.9032986408,18786.8744607827,52366.828013732695,1648620,86333000000,0,0,1648620,86333000000,0,0.003853569315987318,0.2631818285263216,2
2020-02-06,19364.9321364991,1600,0.03076923,18967.5174844441,19364.9321364991,18714.6172513182,52728.33689385736,1708550,90089000000,25200,1401120000,1733750,91490120000,0,0.030305349495329488,0.2793341715053454,2
2020-02-07,19256.5463223022,-300,-0.00559701,19148.1605081054,19328.8035317667,19075.9032986408,53091.100060722434,1218660,64700000000,0,0,1218660,64700000000,0,-0.005612736904961456,0.27891159154547535,2
2020-02-10,19003.6460891763,-700,-0.01313321,18931.3888797118,19148.1605081054,18823.0030655148,52554.56651627851,738090,38790000000,0,0,738090,38790000000,0,-0.013220211428133592,0.2776448015967453,2
2020-02-11,19364.9321364991,1000,0.01901141,19112.0319033733,19401.0607412314,19039.7746939086,53380.38290736885,1085380,57938000000,0,0,1085380,57938000000,0,0.018832948333095012,0.2839188250544468,2
2020-02-12,19545.5751601605,500,0.00932836,19437.1893459636,19762.3467885541,19401.0607412314,54194.61113072126,1104870,59878000000,0,0,1104870,59878000000,0,0.009285117775681018,0.28497671640904126,2
2020-02-13,19617.8323696249,200,0.00369686,19545.5751601605,19690.0895790894,19401.0607412314,54021.56088378276,1030570,55673000000,0,0,1030570,55673000000,0,0.00369004108744622,0.2786401499492829,2
2020-02-14,19690.0895790894,200,0.00368324,19545.5751601605,19690.0895790894,19509.4465554283,54245.45372297114,884240,47966000000,47000,2730700000,931240,50696700000,0,0.003676474729306194,0.27911046831836434,2
2020-02-17,19581.7037648927,-300,-0.00550459,19726.2181838219,19726.2181838219,19509.4465554283,54243.58815512328,726390,39402000000,270000,15741000000,996390,55143000000,0,-0.005519793223591558,0.2788701943258047,2
2020-02-18,20232.0186500736,1800,0.03321033,19653.9609743573,20232.0186500736,19617.8323696249,55227.32177132668,1760940,97252000000,51644,2900187600,1812584,100152187600,0,0.032670782289546986,0.29145328102257706,2
2020-02-19,20123.6328358769,-300,-0.00535714,20195.8900453414,20304.2758595382,20051.3756264122,55900.18348623853,681250,38082000000,75930,4548207000,757180,42630207000,0,-0.00537154380190496,0.2914798902330585,2
2020-02-20,20159.7614406091,100,0.00179533,20268.147254806,20376.5330690029,20051.3756264122,55794.62353197321,780810,43565000000,0,0,780810,43565000000,0,0.0017937224540233543,0.2909778249971066,2
2020-02-21,19762.3467885541,-1100,-0.01971326,20195.8900453414,20195.8900453414,19762.3467885541,55249.5130449096,1458040,80556000000,0,0,1458040,80556000000,0,-0.01991015995932896,0.29233506641750817,2
2020-02-24,18967.5174844441,-2200,-0.04021938,19184.2891128376,19473.3179506959,18967.5174844441,53106.3355717753,2261990,120126000000,20000,1078000000,2281990,121204000000,0,-0.04105053983035556,0.3129925684229308,2
2020-02-25,19509.4465554283,1500,0.02857143,18823.0030655148,19509.4465554283,18786.8744607827,52793.16909612707,1407720,74318000000,0,0,1407720,74318000000,0,0.028170876966700755,0.319520415210116,2
2020-02-26,19870.7326027509,1000,0.01851852,19292.6749270346,19942.9898122154,19148.1605081054,54610.75911053715,3221270,175916000000,20000,1140000000,3241270,177056000000,0,0.018349138668189203,0.3190925294514593,2
2020-02-27,20232.0186500736,1000,0.01818182,19870.7326027509,20412.661673735,19726.2181838219,55687.65715535149,2927040,163000000000,219448,12903542400,3146488,175903542400,0,0.01801850550267625,0.3209547800630465,2
2020-02-28,19906.8612074832,-900,-0.01607143,19870.7326027509,20123.6328358769,19726.2181838219,54992.02701435138,2132200,117254000000,331000,19436900000,2463200,136690900000,0,-0.016201974576276985,0.3239909696979995,2
2020-03-02,20123.6328358769,600,0.01088929,19906.8612074832,20304.2758595382,19798.4753932863,55496.737658500555,1787060,99176000000,63000,3710700000,1850060,102886700000,0,0.010830430774372008,0.3254443050849176,3
