Quarter_Label,Avg_Revenue,Avg_Growth_Pct
Q1,9377.138267234312,-18.78106430066832
Q2,10063.49399493675,8.500711240851336
Q3,11025.289564716126,9.698422646810636
Q4,12297.002430126751,12.268340239458272
